"";"id_siae";"categorie_juridique_code";"code_naf";"siret_signature";"siret_actualise";"adresse_admin_code_insee";"annee";"effectif"
"6603";44073;7357;"9601B";41011488800044;21300007800013;"33352";2025;11
"6604";90798;1200;"8610Z";89798348200018;43273698100031;"80016";2025;31
"6605";95923;5453;"3109B";42919265100025;39485379000399;"64024";2025;18
"6606";97774;9222;"6312Z";39122902800033;34487010000122;"78126";2025;36
"6607";65610;9260;"9524Z";48140791400029;89762675000029;"62364";2025;36
"6608";83038;9260;"9329Z";91011916300012;93105957000016;"84132";2025;29
"6609";78669;5460;"0128Z";40273673000019;40819472800031;"92035";2025;29
"6610";34207;5460;"3821Z";42865829800016;53471717800014;"54397";2025;11
"6611";82485;5460;"8122Z";42977864000020;38996942900031;"17347";2025;7
"6612";55224;1900;"3832Z";89095467000034;39357844800036;"85191";2025;14
"6613";38669;9230;"1624Z";48403590200044;30542045700031;"59178";2025;38
"6614";5444;5458;"4520A";32198413000393;34780707500028;"84087";2025;1
"6615";35925;5710;"9102Z";33441372100096;26590107400020;"14366";2025;14
"6616";57081;9260;"7312Z";42965615000019;39274654100102;"17449";2025;35
"6617";51587;5720;"3832Z";84497797500011;35152753600020;"67345";2025;35
"6618";96967;7345;"4333Z";40831047200050;91762381100010;"02168";2025;40
"6619";21692;4120;"7022Z";35275174700077;90214690100019;"44047";2025;45
"6620";68363;7220;"1071A";44787405800012;19021522800015;"02141";2025;36
"6621";69022;1200;"9104Z";38150897700059;39485379000399;"11397";2025;27
"6622";64720;5720;"0122Z";81360816300057;38232256800066;"77131";2025;5
"6623";63408;7345;"9601B";89202066000023;40024577500020;"72154";2025;37
"6624";57564;5460;"4941A";33491247400072;48487395500039;"62051";2025;13
"6625";93867;9260;"8292Z";43776022600039;49381581500045;"54329";2025;9
"6626";71864;7331;"1413Z";50190376900039;45133858600147;"38384";2025;50
"6627";2740;9260;"1086Z";48475652300029;40313937100062;"13201";2025;27
"6628";69291;6597;"4941B";77568219800053;89276790600035;"38056";2025;39
"6629";26201;7220;"1071C";39485379000357;77695091700091;"47095";2025;14
"6630";76044;NA;"3109B";41137789800027;30986904800046;"86244";2025;38
"6631";52071;5710;"8790B";34874128100045;34432982600046;"69243";2025;42
"6632";95665;5558;"6010Z";48051082500023;52151622900023;"33352";2025;24
"6633";39660;9260;"3811Z";77560963900221;83004064800081;"88367";2025;1
"6634";96753;5599;"8790B";42398543100018;82825297300023;"27428";2025;10
"6635";90545;9221;"3103Z";34855218300041;39177759600027;"78361";2025;24
"6636";2030;7367;"8531Z";43285343000028;81773752100010;"08420";2025;16
"6637";10877;5498;"4642Z";43442252300028;84019647100014;"40283";2025;37
"6638";30617;7366;"7312Z";39964986200089;40101593800053;"16279";2025;30
"6639";78900;7355;"8122Z";39820235800048;90562003500014;"22215";2025;34
"6640";73146;9230;"0121Z";34463509900023;30593351700032;"97801";2025;36
"6641";67036;4120;"4329A";39266721800037;33368412400410;"62178";2025;3
"6642";67988;7210;"9524Z";38480319300018;78411725100131;"76351";2025;11
"6643";95802;5720;"4399D";44022973000062;39926478700058;"79210";2025;43
"6644";45433;9260;"3213Z";38112917000027;43286786900021;"82186";2025;9
"6645";85253;7366;"4329A";42385382900210;77562520500098;"40281";2025;36
"6646";9098;7367;"5920Z";19740009600016;42381036500035;"77493";2025;10
"6647";63123;9222;"9411Z";82754416400011;87922697500024;"30334";2025;18
"6648";15839;9220;"3821Z";33348339400032;26570169800010;"80021";2025;38
"6649";10140;5453;"8559A";39127500500042;39825436700061;"62019";2025;30
"6650";13268;7355;"4332B";42064090600111;52964659800027;"87011";2025;21
"6651";75202;5710;"3103Z";88096979500405;81196084800034;"97502";2025;44
"6652";24476;1200;"4334Z";39083965200042;41448010300160;"57262";2025;23
"6653";13223;6901;"1039A";83118979000023;33269290400045;"93048";2025;49
"6654";88384;9223;"1392Z";84490728700016;34290238400029;"44162";2025;47
"6655";48632;5560;"4120A";35217815600027;48082508200047;"31375";2025;32
"6656";50555;NA;"9312Z";41225762800047;87874881300010;"04088";2025;23
"6657";11641;8210;"8411Z";34894947000010;53928851400026;"54397";2025;17
"6658";1173;4140;"0128Z";52932524300010;24660007600029;"62725";2025;43
"6659";14549;5453;"4642Z";50937775000179;34210591300020;"66187";2025;49
"6660";30192;7220;"8790B";44153107600020;75367801000038;"31069";2025;38
"6661";5607;9223;"9004Z";53120838700013;40416262000037;"01229";2025;30
"6662";98849;9220;"1392Z";90032237100023;88021761700039;"84081";2025;32
"6663";65101;9230;"4931Z";35330523800100;45133854500010;"91041";2025;40
"6664";28419;4140;"8130Z";51926055800043;89241097800027;"70550";2025;5
"6665";53802;7366;"7490B";41305517900019;84065468500030;"38150";2025;47
"6666";25604;8210;"5510Z";42040058200029;48051082500023;"30295";2025;38
"6667";29787;1600;"8299Z";42156728000027;44455687200018;"36044";2025;43
"6668";73560;7366;"9602A";44474729900030;52051134600014;"56193";2025;39
"6669";88053;1800;"4333Z";82461183400022;83456473400020;"67302";2025;18
"6670";85191;5720;"8610Z";49259088000034;35046768400048;"59163";2025;20
"6671";97012;5560;"5510Z";41472898000049;49053326200013;"12057";2025;23
"6672";18838;5560;"3811Z";39054374200030;85072968200011;"33466";2025;18
"6673";34104;6597;"7830Z";83092811500013;42414308900045;"12033";2025;45
"6674";7087;5499;"8219Z";43933730400018;33132860900077;"24322";2025;2
"6675";36427;6901;"8559A";40504942000020;38073036600032;"14297";2025;10
"6676";14935;7210;"7312Z";20003692900012;34510503500025;"84133";2025;49
"6677";70323;5202;"1399Z";44028775300022;50368520800038;"39399";2025;47
"6678";77167;5610;"1623Z";33491262300058;39359706700023;"55505";2025;49
"6679";23933;9222;"7220Z";34755339800020;80469425500048;"06004";2025;21
"6680";10937;4140;"8559A";43223439100030;42413546500021;"78165";2025;48
"6681";82950;5202;"2562B";34755339800020;44285052500027;"64422";2025;28
"6682";40044;5499;"7830Z";21710047800015;77805921200036;"77296";2025;7
"6683";93668;5610;"3317Z";75204555900065;78886363700021;"27375";2025;12
"6684";44583;9260;"0161Z";53874179400019;89241097800027;"31375";2025;34
"6685";25129;5710;"8130Z";48082508200013;92421612000015;"54174";2025;20
"6686";89798;7361;"8230Z";38000577700038;41193562000046;"76217";2025;19
"6687";29251;7355;"0124Z";90037533800010;88246173400023;"49099";2025;22
"6688";59932;9900;"2620Z";82996142400019;38761384700038;"88196";2025;30
"6689";30224;9222;"8710B";34785326900053;48780457700020;"15162";2025;20
"6690";72835;7367;"3101Z";34263174400022;50937775000237;"74218";2025;48
"6691";47179;4120;"2732Z";92927986700014;75198234900035;"59400";2025;15
"6692";63484;9221;"4399B";81744750100013;20006799900017;"63300";2025;39
"6693";269;8210;"8412Z";44040801100029;33235830800028;"57058";2025;22
"6694";52525;6597;"3109B";34776543000033;92390748900010;"67506";2025;17
"6695";34943;5515;"8790B";51058241400023;42463098600455;"68376";2025;10
"6696";68566;5699;"9004Z";41996431700061;53471717800014;"30060";2025;11
"6697";89755;5720;"8130Z";39266721800037;79171217700017;"01004";2025;43
"6698";33836;5515;"4723Z";25270386300024;53166774900026;"57177";2025;42
"6699";36363;5515;"5911A";98515265100016;38030348700033;"95039";2025;37
"6700";28137;7345;"0124Z";38353672900031;53109212000025;"16281";2025;10
"6701";64512;5515;"6010Z";34466523700022;75216331100026;"97412";2025;42
"6702";87236;5498;"8413Z";43840243000054;40277865800037;"35219";2025;40
"6703";4324;9221;"9511Z";40446375400030;82140486000016;"87156";2025;14
"6704";15861;1900;"4520A";83158488300019;49242614300037;"59143";2025;44
"6705";51641;9230;"7022Z";43832146500025;50995750200016;"60402";2025;45
"6706";12164;5498;"5610C";34464773000029;78334630700037;"76561";2025;48
"6707";29360;1800;"1512Z";80746931700034;80768113500024;"60143";2025;1
"6708";80842;8210;"5610A";50983553400017;83114945500022;"97415";2025;19
"6709";12338;1600;"2562B";40117125100036;90938676500012;"59328";2025;22
"6710";43518;7345;"5629B";80013049400019;88396410800012;"02209";2025;21
"6711";91040;5720;"9329Z";26570084900028;38305448300011;"61001";2025;27
"6712";28631;5202;"4322A";38424546000025;98232742100011;"13117";2025;13
"6713";34823;7366;"7220Z";37970742500029;90749426400019;"72089";2025;19
"6714";40217;4140;"1413Z";34353477200029;20004285100044;"27701";2025;1
"6715";14246;5460;"7911Z";92435983900033;50208502000019;"69283";2025;22
"6716";83640;5498;"0122Z";39967097500016;40215080900026;"21166";2025;1
"6717";83291;5610;"4673A";40977792700057;42369266400067;"33357";2025;20
"6718";12170;4140;"5610B";34814082300033;77568879902041;"29274";2025;10
"6719";50304;7367;"8010Z";50752673900028;48391715900020;"93073";2025;12
"6720";64649;1600;"7729Z";42074861800030;49344483000209;"67478";2025;29
"6721";16502;7346;"9524Z";48742747800010;42121708400043;"79162";2025;11
"6722";39394;9230;"4751Z";39964986200089;50796672900141;"97103";2025;34
"6723";62339;7346;"5590Z";51752269400010;50522172100028;"31228";2025;29
"6724";32254;6901;"4332A";34785326900079;37965360300066;"27428";2025;17
"6725";81189;7220;"4942Z";48538664300020;40058084100015;"21473";2025;33
"6726";79126;4120;"7112B";48403590200044;39984511400111;"39056";2025;35
"6727";17635;5498;"7911Z";48439529800025;40755664600047;"64102";2025;4
"6728";15633;1800;"8411Z";32873224300097;43750014300015;"41180";2025;11
"6729";39855;5558;"1413Z";80843904600018;32947843200035;"76540";2025;39
"6730";37947;5610;"3299Z";43267410900074;49767330100030;"54008";2025;50
"6731";41534;5599;"8559B";20004360200016;51945738600026;"61001";2025;5
"6732";8281;5710;"9104Z";38899178800034;25110164800060;"91687";2025;21
"6733";66652;7331;"4942Z";34299070200025;81051848000027;"92078";2025;21
"6734";17671;5710;"7410Z";90846370600048;78360196600261;"92004";2025;38
"6735";58425;9260;"7810Z";48780457700020;42512569700028;"81065";2025;30
"6736";4182;NA;"1086Z";50796672900158;77784331900057;"17216";2025;41
"6737";60426;9220;"7729Z";41024758900014;35242997100018;"2B033";2025;34
"6738";17044;7220;"0113Z";83794855300016;81196084800034;"62193";2025;3
"6739";57483;5460;"1814Z";42381036500084;32387567400042;"83050";2025;22
"6740";15993;1200;"5210B";77737353100022;81955794300027;"16166";2025;8
"6741";61144;7355;"5320Z";42949427100043;93105957000016;"31079";2025;37
"6742";73956;8210;"0119Z";95342066800014;41755934100033;"59553";2025;37
"6743";84065;9220;"7430Z";77821064100099;43344513700014;"33085";2025;19
"6744";52773;1900;"9511Z";48393927800014;84282903800020;"28088";2025;6
"6745";60575;7355;"0811Z";44515084000020;39389952100032;"59367";2025;36
"6746";89410;5499;"9522Z";90846330000024;45340899900010;"44109";2025;8
"6747";20663;1900;"4779Z";80343877900016;51932023800016;"45232";2025;24
"6748";19779;7361;"8531Z";34497288000035;43344513700014;"22360";2025;27
"6749";91008;7210;"8413Z";19740927900019;44790340200017;"78029";2025;22
"6750";64334;1600;"4329A";24561443300101;40314042900180;"81222";2025;19
"6751";64758;7361;"0130Z";39527199200012;84346101300016;"18197";2025;22
"6752";69183;7361;"0150Z";26570169800010;31971357400253;"86222";2025;9
"6753";3704;5460;"0119Z";82229756000036;38006757900090;"14682";2025;47
"6754";40299;5720;"5520Z";82374866000011;34157127100020;"29232";2025;46
"6755";55016;1900;"5320Z";42099601900022;39975958800037;"24571";2025;28
"6756";93765;7348;"9312Z";80144125400027;77830207500016;"95306";2025;22
"6757";76753;1800;"6110Z";40008569200111;90845056200016;"83061";2025;47
"6758";36585;7355;"8710A";77562194900277;39035922200051;"2A271";2025;35
"6759";73127;9900;"4791B";30480091500288;34445959900058;"54382";2025;46
"6760";31870;7345;"1071A";83341655500047;38745382200034;"38412";2025;18
"6761";2569;9223;"7111Z";81360816300024;88810703400058;"95306";2025;40
"6762";86341;NA;"3832Z";21710047800015;38303010300030;"35162";2025;43
"6763";88787;5499;"4778C";89842042700012;41430973200033;"90010";2025;39
"6764";43361;5498;"4333Z";34299024900043;49034140100027;"14654";2025;12
"6765";44749;5610;"7312Z";50223599700017;80276209600013;"33478";2025;23
"6766";48043;9220;"7820Z";82369160500013;37836038200030;"78126";2025;8
"6767";4210;7367;"9411Z";77554402602332;79952858300021;"71106";2025;48
"6768";15718;1600;"3832Z";82970762900012;79176895500027;"87011";2025;49
"6769";40001;7210;"7410Z";81411827900011;34882963100038;"13201";2025;30
"6770";85555;4120;"8211Z";52876429300023;90840132600065;"45089";2025;28
"6771";89034;9260;"0122Z";45133858600113;89750935200026;"72154";2025;43
"6772";66132;5660;"7729Z";34754105400040;79176895500027;"67180";2025;20
"6773";82617;5599;"9003A";43939307500015;38024822900045;"40291";2025;23
"6774";48717;5498;"6312Z";40321792000020;39971839400014;"97311";2025;1
"6775";76803;7354;"0162Z";40084598800023;42146749900024;"62318";2025;38
"6776";78665;5599;"9529Z";50342258600076;39191047800034;"57336";2025;6
"6777";76801;5660;"9411Z";40101593800749;41190781900022;"03008";2025;10
"6778";88559;5453;"5610C";38475847000023;40783699800028;"28147";2025;23
"6779";68071;9900;"4942Z";89868295000016;35027315700049;"97408";2025;9
"6780";79802;5499;"8559A";43823883400032;43862289600019;"15162";2025;9
"6781";8517;7355;"4399D";91527946700012;47803765800042;"88372";2025;10
"6782";225;7345;"4399D";84414980700019;92435983900017;"69027";2025;40
"6783";48019;7345;"8899B";43972034300045;90040863400013;"77288";2025;38
"6784";40818;7346;"6202B";31822647900240;37864432200034;"31451";2025;39
"6785";21037;9223;"5210B";42507720300031;33824477500031;"32119";2025;6
"6786";5148;4140;"5610A";93489277900018;92256107100015;"05179";2025;21
"6787";70805;9220;"";80163389200030;37832362000021;"78644";2025;3
"6788";18874;5558;"3213Z";38379296700010;90860504100015;"88351";2025;29
"6789";81172;5515;"9529Z";43209188200022;83051400600014;"72180";2025;44
"6790";9985;1200;"9002Z";42880141900170;48813553400011;"17347";2025;5
"6791";2308;7331;"4332B";52760533100018;38908322100041;"79024";2025;28
"6792";35002;5610;"7220Z";44479663500019;85407299800016;"58086";2025;31
"6793";51846;7355;"2620Z";39858112400037;37958130900026;"01053";2025;50
"6794";12883;7345;"5911A";83098192400020;81519926000010;"2A004";2025;27
"6795";26844;9221;"0162Z";34286069900020;31817601300023;"38242";2025;45
"6796";37788;6597;"8531Z";38232256800066;52151398600021;"62744";2025;20
"6797";66504;7357;"1399Z";43996856100027;80775920400025;"97608";2025;25
"6798";96426;7361;"1419Z";40219166200517;89202066000031;"51506";2025;17
"6799";22066;5710;"8810C";26540098600088;34432982600046;"88465";2025;4
"6800";4460;5710;"4751Z";80746931700034;49943469400042;"81219";2025;12
"6801";71546;5558;"9311Z";37897669000032;49930397200024;"35001";2025;44
"6802";69981;7348;"3832Z";42097667200030;52287955000021;"46102";2025;18
"6803";88978;1200;"4931Z";48215582700025;34264207100027;"60157";2025;24
"6804";76007;9222;"4311Z";53043810000022;92227109300044;"84054";2025;28
"6805";71424;5202;"0161Z";51022036100016;38322126400054;"01283";2025;4
"6806";65182;5515;"6209Z";52275332600035;52932524300010;"71076";2025;20
"6807";80384;9230;"";49978501200042;20005710700019;"09194";2025;32
"6808";81801;4120;"8413Z";40971675000032;79743866000038;"64100";2025;40
"6809";43990;4120;"8299Z";40536153600064;81979607900013;"01047";2025;43
"6810";41277;4120;"3312Z";79976790000019;42916719000033;"08025";2025;32
"6811";85943;4120;"8899A";77805652300039;49872341000045;"59367";2025;33
"6812";6512;7367;"1623Z";40370173300012;75187049400026;"27375";2025;24
"6813";36305;5460;"8810B";32307623200061;53936481000025;"59299";2025;25
"6814";38002;5720;"3299Z";38399766500047;34205567000075;"25578";2025;22
"6815";67800;5498;"4520B";51078963900026;83004065500128;"62361";2025;16
"6816";44706;5499;"1399Z";82229756000010;81261225700012;"2B123";2025;46
"6817";95162;5610;"4399C";33421501900020;34382557600014;"40197";2025;8
"6818";19914;5599;"0811Z";34874587800051;41511332300026;"07081";2025;49
"6819";31001;9220;"7410Z";33974220700063;32989045300015;"30334";2025;24
"6820";75709;1900;"4932Z";35275174700077;50758490200039;"11397";2025;16
"6821";65516;4120;"6311Z";97907378000012;40201424500011;"61222";2025;23
"6822";33906;7348;"4941A";48765612600017;49032371400041;"85226";2025;23
"6823";51566;7355;"4939A";44154732000024;34523765500047;"36192";2025;33
"6824";16623;5499;"8130Z";82507668000032;51127790700024;"57336";2025;50
"6825";29183;1800;"4723Z";92268506000019;41450131200022;"66024";2025;35
"6826";91236;9300;"8790A";40765547100255;85006394200013;"62725";2025;3
"6827";55537;5599;"8413Z";90304694400026;90846375500037;"33039";2025;40
"6828";48152;9260;"1101Z";83915872200018;34782216500044;"59257";2025;39
"6829";35999;7354;"1072Z";92256107100015;82209174000016;"24550";2025;23
"6830";16533;8210;"9524Z";90846311000027;24020046900098;"44073";2025;26
"6831";44567;5499;"9102Z";33230399900079;32376336700071;"04049";2025;31
"6832";9089;7355;"4932Z";20005024300019;75170343000171;"18214";2025;3
"6833";49968;7361;"1629Z";34830190400044;38163575400025;"25112";2025;10
"6834";25765;1600;"9499Z";49270758300018;82926339100015;"66166";2025;41
"6835";54544;4120;"6209Z";77774350100093;87920341200017;"41180";2025;15
"6836";64219;5660;"8121Z";43338948300069;49535807900061;"59178";2025;49
"6837";49683;1600;"3811Z";32390090200012;81044413300021;"81200";2025;37
"6838";81012;7355;"1392Z";44022973000062;42385382900129;"47095";2025;19
"6839";18794;7367;"8810C";33368412400840;88096979500496;"82087";2025;36
"6840";68900;7331;"4932Z";84945974800026;81343299400024;"38563";2025;37
"6841";30108;7331;"9004Z";44163210600015;75355787500014;"2B096";2025;43
"6842";47841;5458;"8790B";79148797800011;52172441900028;"44087";2025;32
"6843";88849;7357;"5610C";52913369600029;43782982300032;"88413";2025;47
"6844";28151;7345;"9609Z";98516142100013;90427067500039;"48095";2025;24
"6845";96503;NA;"3811Z";32387567400034;88204367200162;"77296";2025;37
"6846";70982;5202;"5911A";89423428500019;41280524400032;"53054";2025;34
"6847";1629;NA;"1629Z";39893793800031;90846330000024;"86165";2025;13
"6848";1114;7348;"0119Z";42180451900021;43041135500026;"25388";2025;19
"6849";53510;5460;"0119Z";32697828500061;78982236800013;"52450";2025;45
"6850";49935;7220;"1085Z";32174856800078;40219166200608;"59553";2025;47
"6851";92232;9221;"8129B";87918796100013;84175113400013;"15187";2025;35
"6852";24042;7210;"8121Z";39174282200029;83868917200016;"2A040";2025;18
"6853";69786;5560;"1610A";42155410600029;39975958800037;"14167";2025;41
"6854";97025;9300;"0113Z";35114023100058;34429877300054;"64065";2025;19
"6855";52583;7345;"4120A";77560963900221;38392019600037;"50297";2025;37
"6856";67358;5558;"5610A";49344483000068;45216849500029;"35162";2025;23
"6857";92169;9222;"9411Z";38098537400012;35091639100260;"24309";2025;26
"6858";56099;1200;"7721Z";49842027200037;48439529800033;"29026";2025;7
"6859";89165;4140;"9329Z";39847186200019;83891156800015;"78440";2025;4
"6860";5070;5515;"4761Z";39149316000033;81876276700023;"84031";2025;12
"6861";63043;9230;"4120B";48449547800022;88526013300032;"37072";2025;41
"6862";56328;1800;"4941A";43469247100049;89044069600023;"59648";2025;47
"6863";21389;7354;"6110Z";39766542300018;40338118900030;"93050";2025;36
"6864";31632;5460;"3832Z";47774653100011;37944987900012;"52450";2025;10
"6865";57246;7357;"5629B";34496645200064;77570180800062;"70388";2025;16
"6866";78883;9222;"8130Z";92458780100011;37958130900026;"06069";2025;15
"6867";68809;7361;"6312Z";44034823300022;26760078100012;"97415";2025;48
"6868";98380;5558;"1105Z";92435983900033;50008495900021;"72176";2025;12
"6869";49969;5699;"9004Z";33958630700052;34509972500037;"16113";2025;11
"6870";84629;5498;"1085Z";39537177600018;82080754300013;"23008";2025;35
"6871";50197;1200;"8899B";40977792700057;41448010300137;"85003";2025;2
"6872";52724;5460;"3811Z";42157560600049;48411396400031;"55427";2025;32
"6873";48839;5610;"7430Z";49423878500062;34892815100045;"59553";2025;16
"6874";55671;9223;"8299Z";39380139400056;38408569200026;"59527";2025;15
"6875";30790;5499;"7990Z";40776005700015;52536073100026;"69387";2025;42
"6876";48891;7361;"1071C";83043410600019;41980298800024;"56036";2025;6
"6877";21014;5202;"1399Z";79474635400016;53231964700030;"58117";2025;11
"6878";52844;5202;"4642Z";44094281100033;82513639300022;"31079";2025;3
"6879";48478;6901;"7721Z";34327898200131;50910039200042;"14465";2025;4
"6880";57154;5453;"5610A";37830595700086;90840104500020;"97228";2025;26
"6881";11351;9900;"3312Z";38042169300033;92390748900010;"58086";2025;8
"6882";94604;7210;"3213Z";53404135500023;47773851200011;"37122";2025;19
"6883";15558;7361;"3314Z";44267331500028;40092140900068;"66166";2025;9
"6884";37378;9230;"9609Z";43933730400018;39840975500053;"51210";2025;40
"6885";1903;5599;"8220Z";39978109500019;41071771400035;"80368";2025;46
"6886";17007;9900;"1072Z";34819435800019;84783064300023;"66166";2025;29
"6887";96598;7331;"8299Z";41865229300139;20008527200017;"76640";2025;33
"6888";13606;9220;"3812Z";78886363700021;90840104500020;"62119";2025;33
"6889";89679;9222;"4331Z";74985163000030;92344954000015;"74312";2025;37
"6890";5017;5202;"9104Z";42463098600190;92256107100015;"92024";2025;47
"6891";6335;9221;"4399C";40423059100038;43196860100887;"42218";2025;37
"6892";18062;5720;"6202B";52980149000028;38272112400024;"97305";2025;9
"6893";11742;5498;"8810A";94170583200017;90841006100034;"75108";2025;50
"6894";3974;5699;"8230Z";24020047700026;40004656100041;"67447";2025;39
"6895";51411;5498;"1039A";41017102900037;90790602800010;"76351";2025;48
"6896";6132;5560;"";42977615600045;38750698300056;"87027";2025;33
"6897";27969;7355;"9522Z";42463098600521;32633271500027;"67345";2025;36
"6898";16319;8210;"9004Z";83456473400020;75012434900010;"59231";2025;23
"6899";35805;7367;"4931Z";75046832400017;35058476900045;"47078";2025;18
"6900";57264;7346;"6209Z";38750698300056;79048276400020;"83129";2025;42
"6901";15112;5599;"9311Z";43915648000022;34307973700023;"50297";2025;36
"6902";86698;9221;"8219Z";38482946100027;88204367200014;"05061";2025;16
"6903";3459;5710;"4311Z";49344483000225;78331234100077;"61001";2025;23
"6904";549;6597;"3109B";41448010300103;48065851700044;"95078";2025;44
"6905";41235;5558;"7911Z";38417512100043;82115256800027;"57132";2025;14
"6906";39535;5458;"4511Z";40168908800029;33248298300035;"12145";2025;22
"6907";91525;5458;"8121Z";88301724600041;NA;"94021";2025;24
"6908";40204;1900;"3314Z";80163389200030;44228928600027;"59392";2025;34
"6909";1409;9900;"6202A";34255976200279;88204367200634;"59257";2025;39
"6910";27203;6597;"5629B";44474729900063;52129559200054;"55040";2025;21
"6911";37577;7357;"1396Z";52820783000019;35284737000033;"93032";2025;4
"6912";33247;1900;"8532Z";40434996100080;95261026900021;"72154";2025;37
"6913";80665;9222;"4723Z";77562467900780;40219166200608;"85194";2025;3
"6914";8742;5458;"5610B";40971675000032;40262787100054;"91692";2025;40
"6915";49665;7366;"0162Z";49260037400028;81876276700023;"93050";2025;35
"6916";37128;6901;"4941B";35104443300032;44252000300017;"09185";2025;24
"6917";68670;5515;"8790A";49307387800032;53120838700013;"81219";2025;36
"6918";68932;1900;"1086Z";41282753700041;82236812200013;"33550";2025;38
"6919";66780;NA;"7410Z";34263174400022;50917838000044;"16408";2025;20
"6920";22975;NA;"9003A";41980298800024;92254706200013;"47233";2025;11
"6921";12216;1600;"1623Z";83941050300016;79940007200010;"11049";2025;36
"6922";33212;4140;"2620Z";83756379000018;49348549400022;"59390";2025;36
"6923";52461;5710;"4332B";83464322300011;42414308900029;"38485";2025;16
"6924";33101;5610;"4339Z";42098491600015;41907612000031;"97225";2025;2
"6925";82574;7366;"5210B";38305448300011;34959808600024;"74280";2025;37
"6926";20621;6901;"8110Z";88942321600015;93932694800014;"74094";2025;34
"6927";98582;9300;"9609Z";40070495300035;44094281100041;"54513";2025;25
"6928";7395;NA;"9004Z";35312714500038;49124039600045;"62364";2025;29
"6929";7048;6901;"0125Z";40155524800012;51058241400023;"14297";2025;15
"6930";98255;4120;"8559A";32412885900240;40101162200024;"59491";2025;47
"6931";63633;9223;"0113Z";20005941800018;43977148600024;"04088";2025;46
"6932";73967;7366;"1629Z";41843528500030;39840975500053;"30350";2025;41
"6933";53976;5599;"1086Z";43915648000022;48393927800014;"63300";2025;36
"6934";14210;5453;"4778C";52932524300085;91339774100020;"92014";2025;30
"6935";70117;9260;"4329A";92344954000015;47869141300031;"30034";2025;28
"6936";33860;5515;"4617A";37877006900037;82767375700015;"87054";2025;37
"6937";26969;7348;"4399B";90846346600023;41045701400059;"77307";2025;33
"6938";71467;5710;"6202B";81232481200013;49344483000209;"34320";2025;19
"6939";6125;6901;"9102Z";52364823600025;45133854500093;"97214";2025;47
"6940";1009;9900;"7220Z";34756740600017;40003835200045;"97117";2025;47
"6941";38258;8210;"9411Z";79418504100025;44351124100145;"95563";2025;37
"6942";86149;9223;"0121Z";30101236500039;37958247100049;"73200";2025;44
"6943";38013;8210;"4331Z";89227944900011;41903221400027;"35001";2025;32
"6944";53425;5558;"1623Z";83532231400013;43194670600055;"74013";2025;26
"6945";43565;7220;"3821Z";43288300700028;89798348200026;"68154";2025;37
"6946";5944;5560;"9329Z";98231524400011;34467083100033;"22121";2025;45
"6947";45;6901;"6202A";31081089000031;42352962700014;"39164";2025;20
"6948";51027;7210;"8121Z";49260037400036;41174169700048;"37195";2025;43
"6949";4321;6597;"5210B";24770003200060;44267331500028;"37254";2025;34
"6950";29767;8210;"4761Z";83514938600012;20003570700013;"27306";2025;25
"6951";10915;5202;"5610C";40101593800541;82374913000022;"71106";2025;48
"6952";79729;7346;"5229B";92435983900041;32387567400042;"04049";2025;17
"6953";57630;8210;"1419Z";49216806700030;75344620200032;"43200";2025;31
"6954";99344;5720;"8710A";38408472900027;49027547600037;"94017";2025;2
"6955";72771;1800;"9411Z";40093087100019;38261264600036;"50158";2025;20
"6956";79381;1200;"8810B";85264484800024;80987593300016;"76351";2025;8
"6957";87576;1900;"4754Z";33294465100022;50026640800045;"23176";2025;21
"6958";72574;5610;"8559B";53471717800014;91491967500019;"59383";2025;14
"6959";52098;5499;"9102Z";79798856500025;44794792000057;"53096";2025;24
"6960";92315;1600;"9522Z";98232742100011;89467866300036;"69006";2025;25
"6961";28790;5498;"4339Z";41398502900060;92327866700012;"94079";2025;42
"6962";65546;5515;"8891A";88200440100064;53167296200010;"69199";2025;10
"6963";87575;5558;"3109B";34264207100050;90292516300013;"76114";2025;15
"6964";29959;9230;"9103Z";38006757900090;30911405600059;"76164";2025;24
"6965";83442;5498;"8122Z";88301724600017;48487395500039;"36044";2025;5
"6966";56942;1900;"5590Z";78842951200015;20006788200015;"75101";2025;29
"6967";93354;7346;"4617A";48140791400029;83257268900012;"69204";2025;5
"6968";88546;4140;"7990Z";82229756000069;39039611700033;"77307";2025;14
"6969";70393;6597;"7711A";39157864800050;51479033600028;"80570";2025;9
"6970";25245;7331;"8211Z";80935358400026;39527199200012;"57468";2025;7
"6971";81086;5460;"3832Z";81980784300019;39834868000099;"28110";2025;34
"6972";40529;9221;"0124Z";34384923800021;44094281100041;"97103";2025;35
"6973";23590;5498;"0113Z";34333312600013;24020044400026;"29039";2025;2
"6974";65129;7220;"4939A";33145513900039;90840134200054;"32106";2025;36
"6975";24739;9900;"6110Z";41261437200149;79176895500035;"23008";2025;17
"6976";42194;5660;"3299Z";88763724700016;47773851200011;"82079";2025;17
"6977";28700;7220;"5621Z";42949427100043;80145868800034;"35285";2025;4
"6978";9245;4140;"9311Z";35006244400020;38867464000064;"02607";2025;45
"6979";38059;5560;"1721B";52467428000010;38995366200043;"31483";2025;5
"6980";15187;4140;"1814Z";43933730400018;82375485800012;"2A271";2025;43
"6981";40935;5460;"1071C";42248884100038;82422814200728;"54257";2025;33
"6982";30316;5498;"8899A";45312732600016;50206844800021;"29027";2025;7
